name,MOTU_1_LS_afcon_L286,MOTU_1_LS_afcon_L291,MOTU_1_LS_afcon_L292,MOTU_1_LS_afcon_L820,MOTU_2_LS_afmuy_L907,MOTU_3_LS_afrei_L773,MOTU_3_LS_afrei_L777,MOTU_3_LS_afrei_L778,MOTU_3_LS_afrei_L779,MOTU_4_LS_aftri_L179,MOTU_4_LS_aftri_L180,MOTU_4_LS_aftri_L182,MOTU_5_LS_brn_L930,MOTU_5_LS_brn_L931,MOTU_5_LS_brn_L932,MOTU_6_LS_con_L210,MOTU_6_LS_con_L211,MOTU_7_LS_elo_L1041,MOTU_7_LS_elo_L1046,MOTU_7_LS_elo_L1047,MOTU_7_LS_elo_L287,MOTU_7_LS_elo_L300,MOTU_7_LS_elo_L305,MOTU_7_LS_elo_L307,MOTU_7_LS_elo_L308,MOTU_7_LS_elo_L309,MOTU_8_LS_gar_L293,MOTU_8_LS_gar_L294,MOTU_8_LS_gar_L295,MOTU_8_LS_gar_L296,MOTU_8_LS_gar_L298,MOTU_9_LS_macR_B061,MOTU_9_LS_macR_B086,MOTU_9_LS_macR_B087,MOTU_9_LS_macR_B088,MOTU_9_LS_macR_B089,MOTU_10_LS_mac_B082,MOTU_10_LS_mac_L083,MOTU_10_LS_mac_L085,MOTU_10_LS_mac_L178,MOTU_10_LS_mac_L212,MOTU_10_LS_mac_L225,MOTU_10_LS_mac_L290,MOTU_10_LS_mac_L890,MOTU_10_LS_mac_L891,MOTU_11_LS_muy_L913,MOTU_11_LS_muy_L914,MOTU_11_LS_muy_L915,MOTU_12_LS_obt_B074,MOTU_12_LS_obt_B075,MOTU_12_LS_obt_B077,MOTU_12_LS_obt_B100,MOTU_12_LS_obt_B101,MOTU_12_LS_obt_B102,MOTU_12_LS_obt_B103,MOTU_12_LS_obt_L004,MOTU_12_LS_obt_L007,MOTU_12_LS_obt_L008,MOTU_12_LS_obt_L009,MOTU_12_LS_obt_L013,MOTU_12_LS_obt_L016,MOTU_12_LS_obt_L282,MOTU_12_LS_obt_L283,MOTU_12_LS_obt_L547,MOTU_12_LS_obt_L548,MOTU_13_LS_piv2_B140,MOTU_13_LS_piv2_B141,MOTU_13_LS_piv2_B142,MOTU_13_LS_piv2_B144,MOTU_14_LS_piv_B060,MOTU_14_LS_piv_B076,MOTU_14_LS_piv_B078,MOTU_14_LS_piv_B093,MOTU_14_LS_piv_B094,MOTU_14_LS_piv_B095,MOTU_14_LS_piv_B096,MOTU_14_LS_piv_B097,MOTU_14_LS_piv_B098,MOTU_14_LS_piv_B099,MOTU_14_LS_piv_L002,MOTU_14_LS_piv_L003,MOTU_14_LS_piv_L005,MOTU_14_LS_piv_L006,MOTU_14_LS_piv_L010,MOTU_14_LS_piv_L011,MOTU_14_LS_piv_L014,MOTU_14_LS_piv_L284,MOTU_14_LS_piv_L371,MOTU_15_LS_rei_B072,MOTU_15_LS_rei_B073,MOTU_15_LS_rei_L338,MOTU_15_LS_rei_L339,MOTU_15_LS_rei_L341,MOTU_15_LS_rei_L342,MOTU_15_LS_rei_L343,MOTU_15_LS_rei_L353,MOTU_15_LS_rei_L355,MOTU_16_LS_sil_L084,MOTU_17_LS_sp08_B031,MOTU_17_LS_sp08_B070,MOTU_17_LS_sp08_B071,MOTU_17_LS_sp08_B090,MOTU_17_LS_sp08_L253,MOTU_17_LS_sp08_L266,MOTU_17_LS_sp08_L267,MOTU_17_LS_sp08_L268,MOTU_17_LS_sp08_L269,MOTU_17_LS_sp08_L314,MOTU_17_LS_sp08_L315,MOTU_17_LS_sp08_L316,MOTU_17_LS_sp08_L320,MOTU_18_LS_tri_L519,MOTU_18_LS_tri_L618,MOTU_18_LS_tri_L621,MOTU_18_LS_tri_L690,MOTU_18_LS_tri_L955
MOTU_12_LS_obt_B077,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_B100,7.27697,7.27697,7.27697,7.27697,13.25024,7.85279,7.85279,7.85279,7.85279,14.22246,14.22246,14.22246,7.6833,7.6833,7.6833,7.08649,7.08649,3.79027,3.79027,3.79027,3.96948,3.79027,3.79027,3.79027,3.79027,3.79027,8.07089,8.07089,8.07089,8.07089,8.07089,12.9458,12.56071,12.56071,12.56071,12.56071,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,14.24246,14.24246,14.24246,0.16688,0.16688,0.16688,0.0,0.16688,0.16688,0.16688,0.16688,0.16688,0.3341,0.16688,0.16688,0.16688,0.16688,0.16688,0.16688,0.16688,5.78088,5.5957,5.5957,5.5957,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,5.04422,5.04422,5.04422,5.04422,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,6.53821,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,13.83197,13.83197,13.83197,13.83197,13.83197
MOTU_12_LS_obt_B101,7.45766,7.45766,7.45766,7.45766,13.44362,8.03459,8.03459,8.03459,8.03459,14.41852,14.41852,14.41852,7.67147,7.67147,7.67147,7.26682,7.26682,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,8.25287,8.25287,8.25287,8.25287,8.25287,12.92905,12.54379,12.54379,12.54379,12.54379,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,14.43844,14.43844,14.43844,0.33417,0.33417,0.33417,0.16688,0.0,0.33417,0.33417,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,6.71724,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,14.02694,14.02694,14.02694,14.02694,14.02694
MOTU_12_LS_obt_B102,7.45766,7.45766,7.45766,7.45766,13.44362,8.03459,8.03459,8.03459,8.03459,14.41852,14.41852,14.41852,7.86452,7.86452,7.86452,7.26682,7.26682,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,8.25287,8.25287,8.25287,8.25287,8.25287,13.13913,12.75299,12.75299,12.75299,12.75299,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,14.43844,14.43844,14.43844,0.33417,0.33417,0.33417,0.16688,0.33417,0.0,0.33417,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,6.71724,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,14.02694,14.02694,14.02694,14.02694,14.02694
MOTU_12_LS_obt_B103,7.26682,7.26682,7.26682,7.26682,13.2304,7.84154,7.84154,7.84154,7.84154,14.203,14.203,14.203,7.86452,7.86452,7.86452,7.26682,7.26682,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,8.25287,8.25287,8.25287,8.25287,8.25287,12.92905,12.54379,12.54379,12.54379,12.54379,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,14.43844,14.43844,14.43844,0.33417,0.33417,0.33417,0.16688,0.33417,0.33417,0.0,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,6.52856,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,13.81235,13.81235,13.81235,13.81235,13.81235
MOTU_12_LS_obt_L004,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L007,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L008,7.28759,7.28759,7.28759,7.28759,13.27061,7.86452,7.86452,7.86452,7.86452,13.81235,13.81235,13.81235,7.6956,7.6956,7.6956,7.09675,7.09675,3.79576,3.79576,3.79576,3.97529,3.79576,3.79576,3.79576,3.79576,3.79576,8.08395,8.08395,8.08395,8.08395,8.08395,12.96307,12.96307,12.96307,12.96307,12.96307,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,14.263,14.263,14.263,0.16695,0.16695,0.16695,0.3341,0.50167,0.50167,0.50167,0.16695,0.16695,0.0,0.16695,0.16695,0.16695,0.16695,0.16695,0.16695,0.16695,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,6.54832,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,13.85212,13.85212,13.85212,13.85212,13.85212
MOTU_12_LS_obt_L009,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L013,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L016,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L282,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L283,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L547,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_L548,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_13_LS_piv2_B140,7.64923,7.64923,7.64923,7.64923,13.2304,9.20881,9.20881,9.20881,9.20881,14.85236,14.85236,14.85236,9.43636,9.43636,9.43636,7.84154,7.84154,5.78913,5.78913,5.78913,5.97535,5.78913,5.78913,5.78913,5.78913,5.78913,8.64426,8.64426,8.64426,8.64426,8.64426,11.74654,12.12798,12.12798,12.12798,12.12798,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,13.61783,13.61783,13.61783,5.6036,5.6036,5.6036,5.78088,5.95862,5.95862,5.95862,5.6036,5.6036,5.78913,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,0.0,0.16695,0.16695,0.16695,0.83915,0.83915,0.83915,0.83915,0.83915,0.83915,1.00758,1.00758,1.00758,1.00758,0.83915,0.83915,0.83915,0.83915,0.83915,0.83915,0.83915,0.83915,0.83915,9.20881,9.20881,9.20881,9.20881,9.20881,9.20881,9.20881,9.20881,9.20881,3.07978,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,5.42678,12.96307,12.96307,12.96307,12.96307,12.96307
MOTU_13_LS_piv2_B141,7.84154,7.84154,7.84154,7.84154,13.01808,9.40722,9.40722,9.40722,9.40722,14.63497,14.63497,14.63497,9.23715,9.23715,9.23715,8.03459,8.03459,5.6036,5.6036,5.6036,5.78913,5.6036,5.6036,5.6036,5.6036,5.6036,8.44818,8.44818,8.44818,8.44818,8.44818,11.74654,12.12798,12.12798,12.12798,12.12798,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,13.61783,13.61783,13.61783,5.41876,5.41876,5.41876,5.5957,5.77309,5.77309,5.77309,5.41876,5.41876,5.6036,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,0.16695,0.0,0.0,0.0,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.83838,0.83838,0.83838,0.83838,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,2.90372,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,12.96307,12.96307,12.96307,12.96307,12.96307
MOTU_13_LS_piv2_B142,7.84154,7.84154,7.84154,7.84154,13.01808,9.40722,9.40722,9.40722,9.40722,14.63497,14.63497,14.63497,9.23715,9.23715,9.23715,8.03459,8.03459,5.6036,5.6036,5.6036,5.78913,5.6036,5.6036,5.6036,5.6036,5.6036,8.44818,8.44818,8.44818,8.44818,8.44818,11.74654,12.12798,12.12798,12.12798,12.12798,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,13.61783,13.61783,13.61783,5.41876,5.41876,5.41876,5.5957,5.77309,5.77309,5.77309,5.41876,5.41876,5.6036,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,0.16695,0.0,0.0,0.0,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.83838,0.83838,0.83838,0.83838,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,2.90372,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,12.96307,12.96307,12.96307,12.96307,12.96307
MOTU_13_LS_piv2_B144,7.84154,7.84154,7.84154,7.84154,13.01808,9.40722,9.40722,9.40722,9.40722,14.63497,14.63497,14.63497,9.23715,9.23715,9.23715,8.03459,8.03459,5.6036,5.6036,5.6036,5.78913,5.6036,5.6036,5.6036,5.6036,5.6036,8.44818,8.44818,8.44818,8.44818,8.44818,11.74654,12.12798,12.12798,12.12798,12.12798,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,12.78825,13.61783,13.61783,13.61783,5.41876,5.41876,5.41876,5.5957,5.77309,5.77309,5.77309,5.41876,5.41876,5.6036,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,5.41876,0.16695,0.0,0.0,0.0,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.83838,0.83838,0.83838,0.83838,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,9.40722,2.90372,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,5.24228,12.96307,12.96307,12.96307,12.96307,12.96307
MOTU_14_LS_piv_B060,7.66011,7.66011,7.66011,7.66011,12.61464,8.63101,8.63101,8.63101,8.63101,14.00741,14.00741,14.00741,8.85522,8.85522,8.85522,7.27697,7.27697,4.8753,4.8753,4.8753,5.05845,4.8753,4.8753,4.8753,4.8753,4.8753,7.6833,7.6833,7.6833,7.6833,7.6833,11.52548,11.90626,11.90626,11.90626,11.90626,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,13.38591,13.38591,13.38591,4.69282,4.69282,4.69282,4.86829,5.04422,5.04422,5.04422,4.69282,4.69282,4.8753,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,0.83915,0.67024,0.67024,0.67024,0.0,0.0,0.0,0.0,0.0,0.0,0.16688,0.16688,0.16688,0.16688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63101,8.63101,8.63101,8.63101,8.63101,8.63101,8.63101,8.63101,8.63101,2.90764,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,12.14404,12.14404,12.14404,12.14404,12.14404
